repetition_id;tick;patch_id;susceptible;infected;recovered;cc;total_animals
1;2;439;116;0;0;28;116
1;719;386;3;0;0;3;3
1;719;439;20;0;0;28;20
1;720;439;18;1;0;28;19
1;720;386;3;0;0;3;3
1;721;386;0;3;0;3;3
1;721;439;0;16;3;28;19
1;722;439;0;13;6;28;19
1;722;386;0;3;0;3;3
1;723;439;0;9;10;28;19
1;723;386;0;3;0;3;3
1;724;386;0;2;1;3;3
1;724;439;0;9;10;28;19
1;725;439;0;9;10;28;19
1;725;386;0;2;1;3;3
1;726;386;0;2;1;3;3
1;726;439;0;7;12;28;19
1;727;439;0;7;12;28;19
1;727;386;0;2;1;3;3
1;728;439;0;5;14;28;19
1;728;386;0;1;2;3;3
1;729;439;0;4;15;28;19
1;729;386;0;1;2;3;3
1;730;439;0;4;15;28;19
1;730;386;0;1;2;3;3
1;731;386;0;1;2;3;3
1;731;439;0;4;15;28;19
1;732;439;0;4;15;28;19
1;732;386;0;1;2;3;3
1;733;439;0;3;16;28;19
1;733;386;0;0;3;3;3
1;734;439;0;3;16;28;19
1;734;386;0;0;3;3;3
1;735;386;0;0;3;3;3
1;735;439;0;3;16;28;19
1;736;439;0;3;16;28;19
1;736;386;0;0;3;3;3
1;737;386;0;0;3;3;3
1;737;439;0;3;16;28;19
1;738;386;0;0;3;3;3
1;738;439;0;2;17;28;19
1;739;439;0;1;18;28;19
1;739;386;0;0;3;3;3
1;740;439;0;0;18;28;18
1;740;386;0;0;3;3;3
1;741;386;0;0;3;3;3
1;741;439;0;0;18;28;18
1;742;386;0;0;3;3;3
1;742;439;0;0;18;28;18
1;743;439;0;0;18;28;18
1;743;386;0;0;3;3;3
1;744;439;0;0;18;28;18
1;744;386;0;0;3;3;3
1;745;439;0;0;18;28;18
1;745;386;0;0;3;3;3
1;746;386;0;0;3;3;3
1;746;439;0;0;18;28;18
1;747;386;0;0;3;3;3
1;747;439;0;0;18;28;18
1;748;439;0;0;18;28;18
1;748;386;0;0;3;3;3
1;749;439;0;0;18;28;18
1;749;386;0;0;3;3;3
1;750;386;0;0;3;3;3
1;750;439;0;0;18;28;18
1;751;386;0;0;3;3;3
1;751;439;0;0;18;28;18
1;752;386;0;0;3;3;3
1;752;439;0;0;18;28;18
1;753;386;0;0;3;3;3
1;753;439;0;0;18;28;18
1;754;386;0;0;3;3;3
1;754;439;0;0;18;28;18
1;755;439;0;0;18;28;18
1;755;386;0;0;3;3;3
1;756;386;0;0;3;3;3
1;756;439;0;0;18;28;18
1;757;386;0;0;3;3;3
1;757;439;0;0;18;28;18
1;758;386;0;0;3;3;3
1;758;439;0;0;18;28;18
1;759;439;0;0;17;28;17
1;759;386;0;0;3;3;3
1;760;439;0;0;17;28;17
1;760;386;0;0;3;3;3
1;761;439;0;0;17;28;17
1;761;386;0;0;3;3;3
1;762;386;0;0;3;3;3
1;762;439;0;0;17;28;17
1;763;439;0;0;17;28;17
1;763;386;0;0;3;3;3
1;764;439;0;0;17;28;17
1;764;386;0;0;3;3;3
1;765;386;0;0;3;3;3
1;765;439;0;0;17;28;17
1;766;439;0;0;17;28;17
1;766;386;0;0;3;3;3
1;767;386;0;0;3;3;3
1;767;439;0;0;17;28;17
1;768;439;0;0;17;28;17
1;768;386;0;0;3;3;3
1;769;439;0;0;17;28;17
1;769;386;0;0;3;3;3
1;770;439;0;0;17;28;17
1;770;386;0;0;3;3;3
1;771;439;0;0;17;28;17
1;771;386;0;0;3;3;3
1;772;386;0;0;3;3;3
1;772;439;0;0;17;28;17
1;773;386;0;0;3;3;3
1;773;439;0;0;17;28;17
1;774;439;0;0;17;28;17
1;774;386;0;0;3;3;3
1;775;386;0;0;3;3;3
1;775;439;0;0;17;28;17
1;776;386;0;0;3;3;3
1;776;439;0;0;17;28;17
1;777;386;0;0;3;3;3
1;777;439;0;0;17;28;17
1;778;439;0;0;17;28;17
1;778;386;0;0;3;3;3
1;779;386;0;0;3;3;3
1;779;439;0;0;17;28;17
1;780;386;0;0;3;3;3
1;780;439;0;0;17;28;17
1;781;386;0;0;3;3;3
1;781;439;0;0;17;28;17
1;782;439;0;0;17;28;17
1;782;386;0;0;3;3;3
1;783;386;0;0;3;3;3
1;783;439;0;0;17;28;17
1;784;386;0;0;3;3;3
1;784;439;0;0;17;28;17
1;785;386;0;0;3;3;3
1;785;439;0;0;17;28;17
1;786;439;0;0;17;28;17
1;786;386;0;0;3;3;3
1;787;439;0;0;17;28;17
1;787;386;0;0;3;3;3
1;788;439;0;0;17;28;17
1;788;386;0;0;3;3;3
1;789;439;0;0;17;28;17
1;789;386;0;0;3;3;3
1;790;439;0;0;17;28;17
1;790;386;0;0;3;3;3
1;791;439;0;0;17;28;17
1;791;386;0;0;3;3;3
1;792;386;0;0;3;3;3
1;792;439;0;0;17;28;17
1;793;386;0;0;3;3;3
1;793;439;0;0;17;28;17
1;794;439;0;0;17;28;17
1;794;386;0;0;3;3;3
1;795;386;0;0;3;3;3
1;795;439;0;0;17;28;17
1;796;386;0;0;3;3;3
1;796;439;0;0;17;28;17
1;797;386;0;0;3;3;3
1;797;439;0;0;17;28;17
1;798;439;0;0;17;28;17
1;798;386;0;0;3;3;3
1;799;439;0;0;17;28;17
1;799;386;0;0;3;3;3
1;800;439;0;0;17;28;17
1;800;386;0;0;3;3;3
1;801;386;0;0;3;3;3
1;801;439;0;0;17;28;17
1;802;386;0;0;3;3;3
1;802;439;0;0;17;28;17
1;803;386;0;0;3;3;3
1;803;439;0;0;17;28;17
1;804;439;0;0;17;28;17
1;804;386;0;0;3;3;3
1;805;439;0;0;17;28;17
1;805;386;0;0;3;3;3
1;806;386;0;0;3;3;3
1;806;439;0;0;17;28;17
1;807;439;0;0;17;28;17
1;807;386;4;0;3;3;7
1;808;439;0;0;17;28;17
1;808;386;0;2;5;3;7
1;809;439;0;0;17;28;17
1;809;386;0;2;5;3;7
1;810;386;0;1;6;3;7
1;810;439;0;0;17;28;17
1;811;439;0;0;17;28;17
1;811;386;0;1;6;3;7
1;812;386;0;1;6;3;7
1;812;439;0;0;17;28;17
1;813;439;0;0;17;28;17
1;813;386;0;1;6;3;7
1;814;386;0;1;6;3;7
1;814;439;0;0;17;28;17
1;815;386;0;1;6;3;7
1;815;439;0;0;17;28;17
1;816;439;0;0;17;28;17
1;816;386;0;1;6;3;7
1;817;386;0;1;6;3;7
1;817;439;0;0;17;28;17
1;818;386;0;0;7;3;7
1;818;439;0;0;17;28;17
1;819;386;0;0;7;3;7
1;819;439;0;0;17;28;17
1;820;439;0;0;17;28;17
1;820;386;0;0;7;3;7
1;821;386;0;0;7;3;7
1;821;439;0;0;17;28;17
1;822;439;0;0;17;28;17
1;822;386;0;0;7;3;7
1;823;439;0;0;17;28;17
1;823;386;0;0;7;3;7
1;824;386;0;0;7;3;7
1;824;439;0;0;17;28;17
1;825;386;0;0;7;3;7
1;825;439;0;0;17;28;17
1;826;439;0;0;17;28;17
1;826;386;0;0;7;3;7
1;827;439;0;0;17;28;17
1;827;386;0;0;7;3;7
1;828;439;0;0;17;28;17
1;828;386;0;0;7;3;7
1;829;439;0;0;17;28;17
1;829;386;0;0;7;3;7
1;830;386;0;0;7;3;7
1;830;439;0;0;17;28;17
1;831;439;0;0;17;28;17
1;831;386;0;0;7;3;7
1;832;386;0;0;7;3;7
1;832;439;0;0;17;28;17
1;833;386;0;0;7;3;7
1;833;439;0;0;17;28;17
1;834;386;0;0;7;3;7
1;834;439;0;0;17;28;17
1;835;439;0;0;17;28;17
1;835;386;0;0;7;3;7
1;836;439;0;0;17;28;17
1;836;386;0;0;7;3;7
1;837;386;0;0;7;3;7
1;837;439;0;0;17;28;17
1;838;386;0;0;7;3;7
1;838;439;0;0;17;28;17
1;839;386;0;0;7;3;7
1;839;439;0;0;17;28;17
1;840;439;0;0;17;28;17
1;840;386;0;0;7;3;7
1;841;386;0;0;7;3;7
1;841;439;0;0;17;28;17
1;842;386;0;0;7;3;7
1;842;439;0;0;17;28;17
1;843;439;0;0;17;28;17
1;843;386;0;0;7;3;7
1;844;386;0;0;7;3;7
1;844;439;0;0;17;28;17
1;845;386;0;0;7;3;7
1;845;439;0;0;17;28;17
1;846;386;0;0;7;3;7
1;846;439;0;0;17;28;17
1;847;386;0;0;7;3;7
1;847;439;0;0;17;28;17
1;848;386;0;0;7;3;7
1;848;439;0;0;17;28;17
1;849;439;0;0;17;28;17
1;849;386;0;0;7;3;7
1;850;386;0;0;7;3;7
1;850;439;0;0;17;28;17
1;851;386;0;0;7;3;7
1;851;439;0;0;17;28;17
1;852;439;0;0;17;28;17
1;852;386;0;0;7;3;7
1;853;386;0;0;7;3;7
1;853;439;0;0;17;28;17
1;854;439;0;0;17;28;17
1;854;386;0;0;7;3;7
1;855;386;0;0;7;3;7
1;855;439;0;0;17;28;17
1;856;439;0;0;17;28;17
1;856;386;0;0;7;3;7
1;857;386;0;0;7;3;7
1;857;439;0;0;17;28;17
1;858;386;0;0;7;3;7
1;858;439;0;0;17;28;17
1;859;386;0;0;7;3;7
1;859;439;0;0;17;28;17
