repetition_id;tick;patch_id;group_id;group_mode;sows;boars;female_juveniles;male_juveniles;female_piglets;male_piglets;travelled_distance
1;205;438;130;settled;2;0;0;0;0;0;1
1;206;439;0;settled;2;13;1;3;4;7;0
1;206;336;132;settled;0;0;0;0;0;0;0
1;206;385;129;settled;10;0;6;0;0;0;1
1;206;438;130;settled;2;0;0;0;0;0;1
1;207;439;0;settled;2;13;1;3;4;7;0
1;207;336;132;settled;0;0;0;0;0;0;0
1;207;385;129;settled;10;0;6;0;0;0;1
1;207;438;130;settled;2;0;0;0;0;0;1
1;208;439;0;settled;2;13;1;3;4;7;0
1;208;336;132;settled;0;0;0;0;0;0;0
1;208;385;129;settled;10;0;6;0;0;0;1
1;208;438;130;settled;2;0;0;0;0;0;1
1;209;439;0;settled;2;13;1;4;4;6;0
1;209;336;132;settled;0;0;0;0;0;0;0
1;209;385;129;settled;10;0;6;0;0;0;1
1;209;438;130;settled;2;0;0;0;0;0;1
1;210;439;0;settled;2;13;1;4;4;6;0
1;210;336;132;settled;0;0;0;0;0;0;0
1;210;385;129;settled;10;0;6;0;0;0;1
1;210;438;130;settled;2;0;0;0;0;0;1
1;211;439;0;settled;2;13;1;5;4;5;0
1;211;336;132;settled;0;0;0;0;0;0;0
1;211;385;129;settled;10;0;6;0;0;0;1
1;211;438;130;settled;2;0;0;0;0;0;1
1;212;439;0;settled;2;13;1;5;4;5;0
1;212;336;132;settled;0;0;0;0;0;0;0
1;212;385;129;settled;10;0;6;0;0;0;1
1;212;438;130;settled;2;0;0;0;0;0;1
1;213;439;0;settled;2;13;1;5;4;5;0
1;213;336;132;settled;0;0;0;0;0;0;0
1;213;385;129;settled;10;0;6;0;0;0;1
1;213;438;130;settled;2;0;0;0;0;0;1
1;214;439;0;settled;2;13;1;5;4;5;0
1;214;336;132;settled;0;0;0;0;0;0;0
1;214;385;129;settled;10;0;6;0;0;0;1
1;214;438;130;settled;2;0;0;0;0;0;1
1;215;439;0;settled;2;13;1;5;4;5;0
1;215;336;132;settled;0;0;0;0;0;0;0
1;215;385;129;settled;10;0;6;0;0;0;1
1;215;438;130;settled;2;0;0;0;0;0;1
1;216;439;0;settled;2;13;1;5;4;5;0
1;216;336;132;settled;0;0;0;0;0;0;0
1;216;385;129;settled;10;0;6;0;0;0;1
1;216;438;130;settled;2;0;0;0;0;0;1
1;217;439;0;settled;2;13;1;5;4;5;0
1;217;336;132;settled;0;0;0;0;0;0;0
1;217;385;129;settled;10;0;6;0;0;0;1
1;217;438;130;settled;2;0;0;0;0;0;1
1;218;439;0;settled;2;13;1;5;4;5;0
1;218;336;132;settled;0;0;0;0;0;0;0
1;218;385;129;settled;10;0;6;0;0;0;1
1;218;438;130;settled;2;0;0;0;0;0;1
1;219;439;0;settled;2;13;1;5;4;5;0
1;219;336;132;settled;0;0;0;0;0;0;0
1;219;385;129;settled;10;0;6;0;0;0;1
1;219;438;130;settled;2;0;0;0;0;0;1
1;220;439;0;settled;2;13;1;5;4;5;0
1;220;336;132;settled;0;0;0;0;0;0;0
1;220;385;129;settled;10;0;6;0;0;0;1
1;220;438;130;settled;2;0;0;0;0;0;1
1;221;439;0;settled;2;13;1;5;4;5;0
1;221;336;132;settled;0;0;0;0;0;0;0
1;221;385;129;settled;10;0;6;0;0;0;1
1;221;438;130;settled;2;0;0;0;0;0;1
1;222;439;0;settled;2;13;1;5;4;5;0
1;222;336;132;settled;0;0;0;0;0;0;0
1;222;385;129;settled;10;0;6;0;0;0;1
1;222;438;130;settled;2;0;0;0;0;0;1
1;223;439;0;settled;2;13;1;5;4;5;0
1;223;336;132;settled;0;0;0;0;0;0;0
1;223;385;129;settled;10;0;6;0;0;0;1
1;223;438;130;settled;2;0;0;0;0;0;1
1;224;439;0;settled;2;13;1;5;4;5;0
1;224;336;132;settled;0;0;0;0;0;0;0
1;224;385;129;settled;10;0;6;0;0;0;1
1;224;438;130;settled;2;0;0;0;0;0;1
1;225;439;0;settled;2;13;1;5;4;5;0
1;225;336;132;settled;0;0;0;0;0;0;0
1;225;385;129;settled;10;0;6;0;0;0;1
1;225;438;130;settled;2;0;0;0;0;0;1
1;226;439;0;settled;2;13;1;5;4;5;0
1;226;336;132;settled;0;0;0;0;0;0;0
1;226;385;129;settled;10;0;6;0;0;0;1
1;226;438;130;settled;2;0;0;0;0;0;1
1;227;439;0;settled;2;13;1;5;4;5;0
1;227;336;132;settled;0;0;0;0;0;0;0
1;227;385;129;settled;10;0;6;0;0;0;1
1;227;438;130;settled;2;0;0;0;0;0;1
1;228;439;0;settled;2;13;1;5;4;5;0
1;228;336;132;settled;0;0;0;0;0;0;0
1;228;385;129;settled;10;0;6;0;0;0;1
1;228;438;130;settled;2;0;0;0;0;0;1
1;229;439;0;settled;2;13;1;5;4;5;0
1;229;336;132;settled;0;0;0;0;0;0;0
1;229;385;129;settled;10;0;6;0;0;0;1
1;229;438;130;settled;2;0;0;0;0;0;1
1;230;439;0;settled;2;13;1;5;4;5;0
1;230;336;132;settled;0;0;0;0;0;0;0
1;230;385;129;settled;10;0;6;0;0;0;1
1;230;438;130;settled;2;0;0;0;0;0;1
1;231;439;0;settled;2;13;1;5;4;5;0
1;231;336;132;settled;0;0;0;0;0;0;0
1;231;385;129;settled;10;0;6;0;0;0;1
1;231;438;130;settled;2;0;0;0;0;0;1
1;232;439;0;settled;2;13;1;5;4;5;0
1;232;336;132;settled;0;0;0;0;0;0;0
1;232;385;129;settled;10;0;6;0;0;0;1
1;232;438;130;settled;2;0;0;0;0;0;1
1;233;439;0;settled;2;13;1;5;4;5;0
1;233;336;132;settled;0;0;0;0;0;0;0
1;233;385;129;settled;10;0;6;0;0;0;1
1;233;438;130;settled;2;0;0;0;0;0;1
1;234;439;0;settled;2;13;1;5;4;5;0
1;234;336;132;settled;0;0;0;0;0;0;0
1;234;385;129;settled;10;0;6;0;0;0;1
1;234;438;130;settled;2;0;0;0;0;0;1
1;235;439;0;settled;2;13;1;5;4;5;0
1;235;336;132;settled;0;0;0;0;0;0;0
1;235;385;129;settled;10;0;6;0;0;0;1
1;235;438;130;settled;2;0;0;0;0;0;1
1;236;439;0;settled;2;13;1;5;4;5;0
1;236;336;132;settled;0;0;0;0;0;0;0
1;236;385;129;settled;10;0;6;0;0;0;1
1;236;438;130;settled;2;0;0;0;0;0;1
1;237;439;0;settled;2;13;1;5;4;5;0
1;237;336;132;settled;0;0;0;0;0;0;0
1;237;385;129;settled;10;0;6;0;0;0;1
1;237;438;130;settled;2;0;0;0;0;0;1
1;238;439;0;settled;2;13;1;5;4;5;0
1;238;336;132;settled;0;0;0;0;0;0;0
1;238;385;129;settled;10;0;6;0;0;0;1
1;238;438;130;settled;2;0;0;0;0;0;1
1;239;439;0;settled;2;13;1;5;4;5;0
1;239;336;132;settled;0;0;0;0;0;0;0
1;239;385;129;settled;10;0;6;0;0;0;1
1;239;438;130;settled;2;0;0;0;0;0;1
1;240;439;0;settled;2;13;1;5;4;5;0
1;240;336;132;settled;0;0;0;0;0;0;0
1;240;385;129;settled;10;0;6;0;0;0;1
1;240;438;130;settled;2;0;0;0;0;0;1
1;241;439;0;settled;2;13;1;5;4;5;0
1;241;336;132;settled;0;0;0;0;0;0;0
1;241;385;129;settled;10;0;6;0;0;0;1
1;241;438;130;settled;2;0;0;0;0;0;1
1;242;439;0;settled;2;13;1;5;4;5;0
1;242;336;132;settled;0;0;0;0;0;0;0
1;242;385;129;settled;10;0;6;0;0;0;1
1;242;438;130;settled;2;0;0;0;0;0;1
1;243;439;0;settled;2;13;1;5;4;5;0
1;243;336;132;settled;0;0;0;0;0;0;0
1;243;385;129;settled;10;0;6;0;0;0;1
1;243;438;130;settled;2;0;0;0;0;0;1
1;244;439;0;settled;2;13;1;5;4;5;0
1;244;336;132;settled;0;0;0;0;0;0;0
1;244;385;129;settled;10;0;6;0;0;0;1
1;244;438;130;settled;2;0;0;0;0;0;1
1;245;439;0;settled;2;13;1;5;4;5;0
1;245;336;132;settled;0;0;0;0;0;0;0
1;245;385;129;settled;10;0;6;0;0;0;1
1;245;438;130;settled;2;0;0;0;0;0;1
1;246;439;0;settled;2;13;1;5;4;5;0
1;246;336;132;settled;0;0;0;0;0;0;0
1;246;385;129;settled;10;0;6;0;0;0;1
1;246;438;130;settled;2;0;0;0;0;0;1
1;247;439;0;settled;2;13;1;5;4;5;0
1;247;336;132;settled;0;0;0;0;0;0;0
1;247;385;129;settled;10;0;6;0;0;0;1
1;247;438;130;settled;2;0;0;0;0;0;1
1;248;439;0;settled;2;13;1;5;4;5;0
1;248;336;132;settled;0;0;0;0;0;0;0
1;248;385;129;settled;10;0;6;0;0;0;1
1;248;438;130;settled;2;0;0;0;0;0;1
1;249;439;0;settled;2;13;1;5;4;5;0
1;249;336;132;settled;0;0;0;0;0;0;0
1;249;385;129;settled;10;0;6;0;0;0;1
1;249;438;130;settled;2;0;0;0;0;0;1
1;250;439;0;settled;2;13;1;5;4;5;0
1;250;336;132;settled;0;0;0;0;0;0;0
1;250;385;129;settled;10;0;6;0;0;0;1
1;250;438;130;settled;2;0;0;0;0;0;1
1;251;439;0;settled;2;13;1;5;4;5;0
1;251;336;132;settled;0;0;0;0;0;0;0
1;251;385;129;settled;10;0;6;0;0;0;1
1;251;438;130;settled;2;0;0;0;0;0;1
1;252;439;0;settled;2;13;1;5;4;5;0
1;252;336;132;settled;0;0;0;0;0;0;0
1;252;385;129;settled;10;0;6;0;0;0;1
1;252;438;130;settled;2;0;0;0;0;0;1
1;253;439;0;settled;2;13;1;5;4;5;0
1;253;336;132;settled;0;0;0;0;0;0;0
1;253;385;129;settled;10;0;6;0;0;0;1
1;253;438;130;settled;2;0;0;0;0;0;1
1;254;439;0;settled;2;13;1;5;4;5;0
1;254;336;132;settled;0;0;0;0;0;0;0
1;254;385;129;settled;10;0;6;0;0;0;1
1;254;438;130;settled;2;0;0;0;0;0;1
1;255;439;0;settled;2;12;1;5;4;5;0
1;255;336;132;settled;0;0;0;0;0;0;0
1;255;385;129;settled;10;0;6;0;0;0;1
1;255;438;130;settled;2;0;0;0;0;0;1
1;256;439;0;settled;2;12;1;5;4;5;0
1;256;336;132;settled;0;0;0;0;0;0;0
1;256;385;129;settled;10;0;6;0;0;0;1
1;256;438;130;settled;2;0;0;0;0;0;1
1;257;439;0;settled;2;12;1;5;4;5;0
1;257;336;132;settled;0;0;0;0;0;0;0
1;257;385;129;settled;10;0;6;0;0;0;1
1;257;438;130;settled;2;0;0;0;0;0;1
1;258;439;0;settled;2;12;1;5;4;5;0
1;258;336;132;settled;0;0;0;0;0;0;0
1;258;385;129;settled;10;0;6;0;0;0;1
1;258;438;130;settled;2;0;0;0;0;0;1
1;259;439;0;settled;2;12;1;5;4;5;0
1;259;336;132;settled;0;0;0;0;0;0;0
1;259;385;129;settled;10;0;6;0;0;0;1
1;259;438;130;settled;2;0;0;0;0;0;1
1;260;439;0;settled;2;12;1;5;4;5;0
1;260;336;132;settled;0;0;0;0;0;0;0
1;260;385;129;settled;10;0;6;0;0;0;1
1;260;438;130;settled;2;0;0;0;0;0;1
1;261;439;0;settled;2;12;1;5;4;5;0
1;261;336;132;settled;0;0;0;0;0;0;0
1;261;385;129;settled;10;0;6;0;0;0;1
1;261;438;130;settled;2;0;0;0;0;0;1
1;262;439;0;settled;2;12;1;5;4;5;0
1;262;336;132;settled;0;0;0;0;0;0;0
1;262;385;129;settled;10;0;6;0;0;0;1
1;262;438;130;settled;2;0;0;0;0;0;1
1;263;439;0;settled;2;12;1;6;4;4;0
1;263;336;132;settled;0;0;0;0;0;0;0
1;263;385;129;settled;10;0;6;0;0;0;1
1;263;438;130;settled;2;0;0;0;0;0;1
1;264;439;0;settled;2;12;1;6;4;4;0
1;264;336;132;settled;0;0;0;0;0;0;0
1;264;385;129;settled;10;0;6;0;0;0;1
1;264;438;130;settled;2;0;0;0;0;0;1
1;265;439;0;settled;2;12;1;6;4;4;0
1;265;336;132;settled;0;0;0;0;0;0;0
1;265;385;129;settled;10;0;6;0;0;0;1
1;265;438;130;settled;2;0;0;0;0;0;1
1;266;439;0;settled;2;12;1;6;4;4;0
1;266;336;132;settled;0;0;0;0;0;0;0
1;266;385;129;settled;10;0;6;0;0;0;1
1;266;438;130;settled;2;0;0;0;0;0;1
1;267;439;0;settled;2;12;1;6;4;4;0
1;267;336;132;settled;0;0;0;0;0;0;0
1;267;385;129;settled;10;0;6;0;0;0;1
1;267;438;130;settled;2;0;0;0;0;0;1
1;268;439;0;settled;2;12;1;6;4;4;0
1;268;336;132;settled;0;0;0;0;0;0;0
1;268;385;129;settled;10;0;6;0;0;0;1
1;268;438;130;settled;2;0;0;0;0;0;1
1;269;439;0;settled;2;12;1;6;4;4;0
1;269;336;132;settled;0;0;0;0;0;0;0
1;269;385;129;settled;10;0;6;0;0;0;1
1;269;438;130;settled;2;0;0;0;0;0;1
1;270;439;0;settled;2;12;1;6;4;4;0
1;270;336;132;settled;0;0;0;0;0;0;0
1;270;385;129;settled;10;0;6;0;0;0;1
1;270;438;130;settled;2;0;0;0;0;0;1
1;271;439;0;settled;2;12;1;6;4;4;0
1;271;336;132;settled;0;0;0;0;0;0;0
1;271;385;129;settled;10;0;6;0;0;0;1
1;271;438;130;settled;2;0;0;0;0;0;1
1;272;439;0;settled;2;12;1;6;4;4;0
1;272;336;132;settled;0;0;0;0;0;0;0
1;272;385;129;settled;10;0;6;0;0;0;1
1;272;438;130;settled;2;0;0;0;0;0;1
1;273;439;0;settled;2;12;1;6;4;4;0
1;273;336;132;settled;0;0;0;0;0;0;0
1;273;385;129;settled;10;0;6;0;0;0;1
1;273;438;130;settled;2;0;0;0;0;0;1
1;274;439;0;settled;2;12;1;6;4;4;0
1;274;336;132;settled;0;0;0;0;0;0;0
1;274;385;129;settled;10;0;6;0;0;0;1
1;274;438;130;settled;2;0;0;0;0;0;1
1;275;439;0;settled;2;12;1;6;4;4;0
1;275;336;132;settled;0;0;0;0;0;0;0
1;275;385;129;settled;10;0;6;0;0;0;1
1;275;438;130;settled;2;0;0;0;0;0;1
1;276;439;0;settled;2;12;1;6;4;4;0
1;276;336;132;settled;0;0;0;0;0;0;0
1;276;385;129;settled;10;0;6;0;0;0;1
1;276;438;130;settled;2;0;0;0;0;0;1
1;277;439;0;settled;2;12;1;6;4;4;0
1;277;336;132;settled;0;0;0;0;0;0;0
1;277;385;129;settled;9;0;6;0;0;0;1
1;277;438;130;settled;2;0;0;0;0;0;1
1;278;439;0;settled;2;12;1;6;4;4;0
1;278;336;132;settled;0;0;0;0;0;0;0
1;278;385;129;settled;9;0;6;0;0;0;1
1;278;438;130;settled;2;0;0;0;0;0;1
1;279;439;0;settled;2;12;1;6;4;4;0
1;279;336;132;settled;0;0;0;0;0;0;0
1;279;385;129;settled;9;0;6;0;0;0;1
1;279;438;130;settled;2;0;0;0;0;0;1
1;280;439;0;settled;2;12;1;6;4;4;0
1;280;336;132;settled;0;0;0;0;0;0;0
1;280;385;129;settled;9;0;6;0;0;0;1
1;280;438;130;settled;2;0;0;0;0;0;1
1;281;439;0;settled;2;12;1;6;4;4;0
1;281;336;132;settled;0;0;0;0;0;0;0
1;281;385;129;settled;9;0;6;0;0;0;1
1;281;438;130;settled;2;0;0;0;0;0;1
1;282;439;0;settled;2;12;1;6;4;4;0
1;282;336;132;settled;0;0;0;0;0;0;0
1;282;385;129;settled;9;0;6;0;0;0;1
1;282;438;130;settled;2;0;0;0;0;0;1
1;283;439;0;settled;2;12;1;6;4;4;0
1;283;336;132;settled;0;0;0;0;0;0;0
1;283;385;129;settled;9;0;6;0;0;0;1
1;283;438;130;settled;2;0;0;0;0;0;1
1;284;439;0;settled;2;12;1;6;4;4;0
